ranking_basis,rank,MOF_Name,predicted_benzene_adsorption,predicted_toluene_adsorption,mean_predicted_adsorption,min_predicted_adsorption,benzene_percentile,toluene_percentile,balanced_score,min_percentile
benzene,5117,YEYVOO_clean5b-(id_173725),520.4649235105751,773.96435546875,647.2146394896625,520.4649235105751,0.9686106083381907,0.9895941344295487,0.9789899448439858,0.9686106083381907
toluene,1697,YEYVOO_clean5b-(id_173725),520.4649235105751,773.96435546875,647.2146394896625,520.4649235105751,0.9686106083381907,0.9895941344295487,0.9789899448439858,0.9686106083381907
mean_adsorption,3135,YEYVOO_clean5b-(id_173725),520.4649235105751,773.96435546875,647.2146394896625,520.4649235105751,0.9686106083381907,0.9895941344295487,0.9789899448439858,0.9686106083381907
min_adsorption,5105,YEYVOO_clean5b-(id_173725),520.4649235105751,773.96435546875,647.2146394896625,520.4649235105751,0.9686106083381907,0.9895941344295487,0.9789899448439858,0.9686106083381907
balanced_score,3320,YEYVOO_clean5b-(id_173725),520.4649235105751,773.96435546875,647.2146394896625,520.4649235105751,0.9686106083381907,0.9895941344295487,0.9789899448439858,0.9686106083381907
min_percentile,4560,YEYVOO_clean5b-(id_173725),520.4649235105751,773.96435546875,647.2146394896625,520.4649235105751,0.9686106083381907,0.9895941344295487,0.9789899448439858,0.9686106083381907
