rank,MOF_Name,predicted_benzene_adsorption,predicted_toluene_adsorption,mean_predicted_adsorption,min_predicted_adsorption,benzene_percentile,toluene_percentile,balanced_score,min_percentile
14922,hMOF-5038053-(id:97338),375.528995825797,498.8575,437.1932546267657,375.528995825797,0.906948492192533,0.9077092984016935,0.9073287358108204,0.906948492192533
14923,TAQGEZ_clean-(id:172200),384.8412770009257,487.4964,436.16883796335344,384.8412770009257,0.9151670399116483,0.8996195968954198,0.9073267202207393,0.8996195968954198
14924,TAQGEZ_clean-(id:182606),384.8412770009257,487.4964,436.16883796335344,384.8412770009257,0.9151670399116483,0.8996195968954198,0.9073267202207393,0.8996195968954198
14925,hMOF-5066263-(id:124459),372.6074788052732,502.2275,437.4174936750976,372.6074788052732,0.9044206522072583,0.9102371383869682,0.907319573563932,0.9044206522072583
14926,hMOF-22365-(id:37462),383.1847224574095,489.30072,436.2427213361266,383.1847224574095,0.9137527993373623,0.9009602110623677,0.9073114153388688,0.9009602110623677
14927,hMOF-6004678-(id:145676),381.14985984133006,491.63968,436.39476939820406,381.14985984133006,0.9120655275025309,0.9025799920238059,0.9072979683142739,0.9025799920238059
14928,hMOF-6001629-(id:142698),397.9810278093896,476.85864,437.4198351937573,397.9810278093896,0.9242506979169862,0.8909531551983312,0.9072965266023871,0.8909531551983312
14929,hMOF-28035-(id:43049),379.149652369753,494.13687,436.64326185382185,379.149652369753,0.9102125962511888,0.9043592968678099,0.9072765060094167,0.9043592968678099
14930,hMOF-20750-(id:35863),396.7235998305793,477.5512,437.13740416333656,396.7235998305793,0.9235328404454398,0.8915728441267601,0.9072714698642702,0.8915728441267601
14931,hMOF-5061217-(id:120010),373.9568136996413,500.55978,437.2582988175941,373.9568136996413,0.9055679970549437,0.9089793539282756,0.9072704688087664,0.9055679970549437
14932,hMOF-5038787-(id:97973),384.8322965819711,487.33792,436.0851088622746,384.8322965819711,0.9151394300088965,0.8995244961192748,0.9072647808831686,0.8995244961192748
14933,hMOF-5036487-(id:95969),368.23798803574607,507.9696,438.1037962639668,368.23798803574607,0.9002178114550419,0.9144154370034052,0.9072610833723086,0.9002178114550419
14934,hMOF-1001982-(id:54395),399.32313191442233,475.65958,437.491354165219,399.32313191442233,0.9251342148050434,0.8900512317084395,0.9072536902104705,0.8900512317084395
14935,hMOF-6001646-(id:142716),385.44500851082927,486.83694,436.14097654545367,385.44500851082927,0.9155750529189802,0.8990766021413014,0.9072508272188401,0.8990766021413014
14936,hMOF-5044176-(id:103235),374.0420355775578,500.45074,437.2463901032321,374.0420355775578,0.9056600300641163,0.9088443721814891,0.907249406961844,0.9056600300641163
14937,hMOF-28514-(id:43526),389.9625442159058,482.5117,436.2371162241639,389.9625442159058,0.9189373255207535,0.8958431757523698,0.907243307313898,0.8958431757523698
14938,hMOF-20017-(id:35173),376.1651136506856,497.732,436.94855413979593,376.1651136506856,0.9074884191796792,0.9069914409301469,0.9072398619948078,0.9069914409301469
